"","id","spec","num","log1","freq","freqlog","bin"
"1795",164,"Большерогий",0,"0","0","0",0
"1796",164,"Зубр",0,"0","0","0",0
"1797",164,"Кабан",56,"4,043051268","0,427480916","0,307111215",1
"1798",164,"Кабарга",0,"0","0","0",0
"1799",164,"Косуля",7,"2,079441542","0,053435115","0,157954915",1
"1800",164,"Кулан",0,"0","0","0",0
"1801",164,"Лось",43,"3,784189634","0,328244275","0,287448019",1
"1802",164,"Сайгак",0,"0","0","0",0
"1803",164,"Северный",0,"0","0","0",0
"1804",164,"Тур",0,"0","0","0",0
"1805",165,"Благородный",25,"3,258096538","0,78125","0,552486269",1
"1806",165,"Большерогий",0,"0","0","0",0
"1807",165,"Зубр",1,"0,693147181","0,03125","0,117539273",1
"1808",165,"Кабан",6,"1,945910149","0,1875","0,329974458",1
"1809",165,"Кабарга",0,"0","0","0",0
"1810",165,"Косуля",0,"0","0","0",0
"1811",165,"Кулан",0,"0","0","0",0
"1812",165,"Лось",0,"0","0","0",0
"1813",165,"Сайгак",0,"0","0","0",0
"1814",165,"Северный",0,"0","0","0",0
"1815",165,"Тур",0,"0","0","0",0
"1816",166,"Благородный",1,"0,693147181","0,25","0,278942946",1
"1817",166,"Большерогий",0,"0","0","0",0
"1818",166,"Зубр",0,"0","0","0",0
"1819",166,"Кабан",1,"0,693147181","0,25","0,278942946",1
"1820",166,"Кабарга",0,"0","0","0",0
"1821",166,"Косуля",0,"0","0","0",0
"1822",166,"Кулан",0,"0","0","0",0
"1823",166,"Лось",2,"1,098612289","0,5","0,442114109",1
"1824",166,"Сайгак",0,"0","0","0",0
"1825",166,"Северный",0,"0","0","0",0
"1826",166,"Тур",0,"0","0","0",0
"1827",167,"Благородный",18,"2,944438979","0,119205298","0,225525273",1
"1828",167,"Большерогий",0,"0","0","0",0
"1829",167,"Зубр",0,"0","0","0",0
"1830",167,"Кабан",75,"4,33073334","0,496688742","0,331706591",1
"1831",167,"Кабарга",0,"0","0","0",0
"1832",167,"Косуля",5,"1,791759469","0,033112583","0,137237364",1
"1833",167,"Кулан",0,"0","0","0",0
"1834",167,"Лось",53,"3,988984047","0,350993377","0,305530772",1
"1835",167,"Сайгак",0,"0","0","0",0
"1836",167,"Северный",0,"0","0","0",0
"1837",167,"Тур",0,"0","0","0",0
"1838",168,"Благородный",0,"0","0","0",0
"1839",168,"Большерогий",0,"0","0","0",0
"1840",168,"Зубр",0,"0","0","0",0
"1841",168,"Кабан",0,"0","0","0",0
"1842",168,"Кабарга",0,"0","0","0",0
"1843",168,"Косуля",1,"0,693147181","1","1",1
"1844",168,"Кулан",0,"0","0","0",0
"1845",168,"Лось",0,"0","0","0",0
"1846",168,"Сайгак",0,"0","0","0",0
"1847",168,"Северный",0,"0","0","0",0
"1848",168,"Тур",0,"0","0","0",0
"1849",169,"Благородный",9,"2,302585093","0,066176471","0,149102676",1
"1850",169,"Большерогий",0,"0","0","0",0
"1851",169,"Зубр",0,"0","0","0",0
"1852",169,"Кабан",68,"4,234106505","0,5","0,27417732",1
"1853",169,"Кабарга",0,"0","0","0",0
"1854",169,"Косуля",16,"2,833213344","0,117647059","0,183463227",1
"1855",169,"Кулан",0,"0","0","0",0
"1856",169,"Лось",13,"2,63905733","0,095588235","0,170890757",1
"1857",169,"Сайгак",0,"0","0","0",0
"1858",169,"Северный",0,"0","0","0",0
"1859",169,"Тур",30,"3,433987204","0,220588235","0,22236602",1
"1860",170,"Благородный",3,"1,386294361","1","1",1
"1861",170,"Большерогий",0,"0","0","0",0
"1862",170,"Зубр",0,"0","0","0",0
"1863",170,"Кабан",0,"0","0","0",0
"1864",170,"Кабарга",0,"0","0","0",0
"1865",170,"Косуля",0,"0","0","0",0
"1866",170,"Кулан",0,"0","0","0",0
"1867",170,"Лось",0,"0","0","0",0
"1868",170,"Сайгак",0,"0","0","0",0
"1869",170,"Северный",0,"0","0","0",0
"1870",170,"Тур",0,"0","0","0",0
"1871",171,"Благородный",4,"1,609437912","0,125","0,244623265",1
"1872",171,"Большерогий",0,"0","0","0",0
"1873",171,"Зубр",0,"0","0","0",0
"1874",171,"Кабан",23,"3,17805383","0,71875","0,483041873",1
"1875",171,"Кабарга",0,"0","0","0",0
"1876",171,"Косуля",0,"0","0","0",0
"1877",171,"Кулан",0,"0","0","0",0
"1878",171,"Лось",5,"1,791759469","0,15625","0,272334862",1
"1879",171,"Сайгак",0,"0","0","0",0
"1880",171,"Северный",0,"0","0","0",0
"1881",171,"Тур",0,"0","0","0",0
"1882",172,"Благородный",113,"4,736198448","0,374172185","0,271389509",1
"1883",172,"Большерогий",0,"0","0","0",0
"1884",172,"Зубр",1,"0,693147181","0,003311258","0,039718115",1
"1885",172,"Кабан",133,"4,8978398","0,440397351","0,280651741",1
"1886",172,"Кабарга",0,"0","0","0",0
"1887",172,"Косуля",8,"2,197224577","0,026490066","0,125903445",1
"1888",172,"Кулан",0,"0","0","0",0
"1889",172,"Лось",45,"3,828641396","0,149006623","0,219385467",1
"1890",172,"Сайгак",0,"0","0","0",0
"1891",172,"Северный",0,"0","0","0",0
"1892",172,"Тур",2,"1,098612289","0,006622517","0,062951722",1
"1893",173,"Благородный",11,"2,48490665","0,244444444","0,285637386",1
"1894",173,"Большерогий",0,"0","0","0",0
"1895",173,"Зубр",0,"0","0","0",0
"1896",173,"Кабан",24,"3,218875825","0,533333333","0,370006364",1
"1897",173,"Кабарга",0,"0","0","0",0
"1898",173,"Косуля",1,"0,693147181","0,022222222","0,079676534",1
"1899",173,"Кулан",0,"0","0","0",0
"1900",173,"Лось",9,"2,302585093","0,2","0,264679716",1
"1901",173,"Сайгак",0,"0","0","0",0
"1902",173,"Северный",0,"0","0","0",0
"1903",173,"Тур",0,"0","0","0",0
"1904",174,"Благородный",11,"2,48490665","0,244444444","0,285637386",1
"1905",174,"Большерогий",0,"0","0","0",0
"1906",174,"Зубр",0,"0","0","0",0
"1907",174,"Кабан",24,"3,218875825","0,533333333","0,370006364",1
"1908",174,"Кабарга",0,"0","0","0",0
"1909",174,"Косуля",1,"0,693147181","0,022222222","0,079676534",1
"1910",174,"Кулан",0,"0","0","0",0
"1911",174,"Лось",9,"2,302585093","0,2","0,264679716",1
"1912",174,"Сайгак",0,"0","0","0",0
"1913",174,"Северный",0,"0","0","0",0
"1914",174,"Тур",0,"0","0","0",0
"1915",175,"Благородный",39,"3,688879454","0,464285714","0,388058394",1
"1916",175,"Большерогий",0,"0","0","0",0
"1917",175,"Зубр",0,"0","0","0",0
"1918",175,"Кабан",41,"3,737669618","0,488095238","0,393190965",1
"1919",175,"Кабарга",0,"0","0","0",0
"1920",175,"Косуля",3,"1,386294361","0,035714286","0,145833761",1
"1921",175,"Кулан",0,"0","0","0",0
"1922",175,"Лось",1,"0,693147181","0,011904762","0,07291688",1
"1923",175,"Сайгак",0,"0","0","0",0
"1924",175,"Северный",0,"0","0","0",0
"1925",175,"Тур",0,"0","0","0",0
"1926",176,"Благородный",45,"3,828641396","0,167910448","0,250090174",1
"1927",176,"Большерогий",0,"0","0","0",0
"1928",176,"Зубр",0,"0","0","0",0
"1929",176,"Кабан",54,"4,007333185","0,201492537","0,261762477",1
"1930",176,"Кабарга",0,"0","0","0",0
"1931",176,"Косуля",10,"2,397895273","0,037313433","0,156632597",1
"1932",176,"Кулан",0,"0","0","0",0
"1933",176,"Лось",159,"5,075173815","0,593283582","0,331514752",1
"1934",176,"Сайгак",0,"0","0","0",0
"1935",176,"Северный",0,"0","0","0",0
"1936",176,"Тур",0,"0","0","0",0
"1937",177,"Благородный",1,"0,693147181","0,333333333","0,333333333",1
"1938",177,"Большерогий",0,"0","0","0",0
"1939",177,"Зубр",0,"0","0","0",0
"1940",177,"Кабан",1,"0,693147181","0,333333333","0,333333333",1
"1941",177,"Кабарга",0,"0","0","0",0
"1942",177,"Косуля",1,"0,693147181","0,333333333","0,333333333",1
"1943",177,"Кулан",0,"0","0","0",0
"1944",177,"Лось",0,"0","0","0",0
"1945",177,"Сайгак",0,"0","0","0",0
"1946",177,"Северный",0,"0","0","0",0
"1947",177,"Тур",0,"0","0","0",0
"1948",178,"Благородный",0,"0","0","0",0
"1949",178,"Большерогий",0,"0","0","0",0
"1950",178,"Зубр",0,"0","0","0",0
"1951",178,"Кабан",0,"0","0","0",0
"1952",178,"Кабарга",0,"0","0","0",0
"1953",178,"Косуля",248,"5,517452896","0,942965779","0,665551893",1
"1954",178,"Кулан",0,"0","0","0",0
"1955",178,"Лось",15,"2,772588722","0,057034221","0,334448107",1
"1956",178,"Сайгак",0,"0","0","0",0
"1957",178,"Северный",0,"0","0","0",0
"1958",178,"Тур",0,"0","0","0",0
"1959",179,"Благородный",138,"4,934473933","0,272189349","0,213909419",1
"1960",179,"Большерогий",0,"0","0","0",0
"1961",179,"Зубр",2,"1,098612289","0,003944773","0,047624837",1
"1962",179,"Кабан",187,"5,236441963","0,368836292","0,226999731",1
"1963",179,"Кабарга",0,"0","0","0",0
"1964",179,"Косуля",76,"4,343805422","0,149901381","0,188303942",1
"1965",179,"Кулан",0,"0","0","0",0
"1966",179,"Лось",95,"4,564348191","0,187376726","0,19786447",1
"1967",179,"Сайгак",1,"0,693147181","0,001972387","0,030047927",1
"1968",179,"Северный",0,"0","0","0",0
"1969",179,"Тур",8,"2,197224577","0,015779093","0,095249674",1
"1970",180,"Благородный",2,"1,098612289","0,333333333","0,306573596",1
"1971",180,"Большерогий",0,"0","0","0",0
"1972",180,"Зубр",0,"0","0","0",0
"1973",180,"Кабан",1,"0,693147181","0,166666667","0,193426404",1
"1974",180,"Кабарга",0,"0","0","0",0
"1975",180,"Косуля",2,"1,098612289","0,333333333","0,306573596",1
"1976",180,"Кулан",0,"0","0","0",0
"1977",180,"Лось",1,"0,693147181","0,166666667","0,193426404",1
"1978",180,"Сайгак",0,"0","0","0",0
"1979",180,"Северный",0,"0","0","0",0
"1980",180,"Тур",0,"0","0","0",0
"1981",181,"Благородный",33,"3,526360525","0,471428571","0,322487028",1
"1982",181,"Большерогий",0,"0","0","0",0
"1983",181,"Зубр",1,"0,693147181","0,014285714","0,063388577",1
"1984",181,"Кабан",24,"3,218875825","0,342857143","0,294367433",1
"1985",181,"Кабарга",0,"0","0","0",0
"1986",181,"Косуля",10,"2,397895273","0,142857143","0,219288446",1
"1987",181,"Кулан",0,"0","0","0",0
"1988",181,"Лось",2,"1,098612289","0,028571429","0,100468517",1
"1989",181,"Сайгак",0,"0","0","0",0
"1990",181,"Северный",0,"0","0","0",0
"1991",181,"Тур",0,"0","0","0",0
"1992",182,"Благородный",690,"6,538139824","0,511111111","0,27700819",1
"1993",182,"Большерогий",0,"0","0","0",0
"1994",182,"Зубр",1,"0,693147181","0,000740741","0,02936729",1
"1995",182,"Кабан",361,"5,891644212","0,267407407","0,249617436",1
"1996",182,"Кабарга",0,"0","0","0",0
"1997",182,"Косуля",81,"4,406719247","0,06","0,186704071",1
"1998",182,"Кулан",0,"0","0","0",0
"1999",182,"Лось",216,"5,379897354","0,16","0,227935723",1
"2000",182,"Сайгак",1,"0,693147181","0,000740741","0,02936729",1
"2001",182,"Северный",0,"0","0","0",0
"2002",182,"Тур",0,"0","0","0",0
"2003",183,"Благородный",4,"1,609437912","0,2","0,234375062",1
"2004",183,"Большерогий",0,"0","0","0",0
"2005",183,"Зубр",0,"0","0","0",0
"2006",183,"Кабан",7,"2,079441542","0,35","0,302819535",1
"2007",183,"Кабарга",0,"0","0","0",0
"2008",183,"Косуля",7,"2,079441542","0,35","0,302819535",1
"2009",183,"Кулан",0,"0","0","0",0
"2010",183,"Лось",2,"1,098612289","0,1","0,159985869",1
"2011",183,"Сайгак",0,"0","0","0",0
"2012",183,"Северный",0,"0","0","0",0
"2013",183,"Тур",0,"0","0","0",0
"2014",184,"Благородный",27,"3,33220451","0,195652174","0,238730636",1
"2015",184,"Большерогий",0,"0","0","0",0
"2016",184,"Зубр",0,"0","0","0",0
"2017",184,"Кабан",51,"3,951243719","0,369565217","0,283080742",1
"2018",184,"Кабарга",0,"0","0","0",0
"2019",184,"Косуля",17,"2,890371758","0,123188406","0,207076212",1
"2020",184,"Кулан",0,"0","0","0",0
"2021",184,"Лось",43,"3,784189634","0,311594203","0,27111241",1
"2022",184,"Сайгак",0,"0","0","0",0
"2023",184,"Северный",0,"0","0","0",0
"2024",184,"Тур",0,"0","0","0",0
"2025",185,"Благородный",0,"0","0","0",0
"2026",185,"Большерогий",0,"0","0","0",0
"2027",185,"Зубр",0,"0","0","0",0
"2028",185,"Кабан",0,"0","0","0",0
"2029",185,"Кабарга",0,"0","0","0",0
"2030",185,"Косуля",1,"0,693147181","0,125","0,25",1
"2031",185,"Кулан",0,"0","0","0",0
"2032",185,"Лось",7,"2,079441542","0,875","0,75",1
"2033",185,"Сайгак",0,"0","0","0",0
"2034",185,"Северный",0,"0","0","0",0
"2035",185,"Тур",0,"0","0","0",0
"2036",186,"Благородный",56,"4,043051268","0,383561644","0,263715983",1
"2037",186,"Большерогий",0,"0","0","0",0
"2038",186,"Зубр",0,"0","0","0",0
"2039",186,"Кабан",10,"2,397895273","0,068493151","0,156407443",1
"2040",186,"Кабарга",0,"0","0","0",0
"2041",186,"Косуля",54,"4,007333185","0,369863014","0,261386201",1
"2042",186,"Кулан",0,"0","0","0",0
"2043",186,"Лось",21,"3,091042453","0,143835616","0,201619333",1
"2044",186,"Сайгак",0,"0","0","0",0
"2045",186,"Северный",0,"0","0","0",0
"2046",186,"Тур",5,"1,791759469","0,034246575","0,116871041",1
"2047",187,"Благородный",39,"3,688879454","0,091334895","0,225196609",1
"2048",187,"Большерогий",0,"0","0","0",0
"2049",187,"Зубр",0,"0","0","0",0
"2050",187,"Кабан",251,"5,529429088","0,587822014","0,337557433",1
"2051",187,"Кабарга",0,"0","0","0",0
"2052",187,"Косуля",128,"4,859812404","0,299765808","0,296679056",1
"2053",187,"Кулан",0,"0","0","0",0
"2054",187,"Лось",9,"2,302585093","0,021077283","0,140566902",1
"2055",187,"Сайгак",0,"0","0","0",0
"2056",187,"Северный",0,"0","0","0",0
"2057",187,"Тур",0,"0","0","0",0
"2058",188,"Благородный",3,"1,386294361","0,066666667","0,159207244",1
"2059",188,"Большерогий",0,"0","0","0",0
"2060",188,"Зубр",0,"0","0","0",0
"2061",188,"Кабан",3,"1,386294361","0,066666667","0,159207244",1
"2062",188,"Кабарга",0,"0","0","0",0
"2063",188,"Косуля",26,"3,295836866","0,577777778","0,378506268",1
"2064",188,"Кулан",0,"0","0","0",0
"2065",188,"Лось",13,"2,63905733","0,288888889","0,303079243",1
"2066",188,"Сайгак",0,"0","0","0",0
"2067",188,"Северный",0,"0","0","0",0
"2068",188,"Тур",0,"0","0","0",0
"2069",189,"Благородный",3,"1,386294361","0,0375","0,124157865",1
"2070",189,"Большерогий",0,"0","0","0",0
"2071",189,"Зубр",0,"0","0","0",0
"2072",189,"Кабан",47,"3,871201011","0,5875","0,346708509",1
"2073",189,"Кабарга",0,"0","0","0",0
"2074",189,"Косуля",7,"2,079441542","0,0875","0,186236797",1
"2075",189,"Кулан",0,"0","0","0",0
"2076",189,"Лось",22,"3,135494216","0,275","0,280817897",1
"2077",189,"Сайгак",0,"0","0","0",0
"2078",189,"Северный",0,"0","0","0",0
"2079",189,"Тур",1,"0,693147181","0,0125","0,062078932",1
"2080",190,"Благородный",1,"0,693147181","0,052631579","0,117759927",1
"2081",190,"Большерогий",0,"0","0","0",0
"2082",190,"Зубр",0,"0","0","0",0
"2083",190,"Кабан",8,"2,197224577","0,421052632","0,373290136",1
"2084",190,"Кабарга",0,"0","0","0",0
"2085",190,"Косуля",1,"0,693147181","0,052631579","0,117759927",1
"2086",190,"Кулан",0,"0","0","0",0
"2087",190,"Лось",0,"0","0","0",0
"2088",190,"Сайгак",0,"0","0","0",0
"2089",190,"Северный",0,"0","0","0",0
"2090",190,"Тур",9,"2,302585093","0,473684211","0,39119001",1
"2091",191,"Благородный",25,"3,258096538","0,151515152","0,222683408",1
"2092",191,"Большерогий",0,"0","0","0",0
"2093",191,"Зубр",0,"0","0","0",0
"2094",191,"Кабан",26,"3,295836866","0,157575758","0,225262873",1
"2095",191,"Кабарга",0,"0","0","0",0
"2096",191,"Косуля",45,"3,828641396","0,272727273","0,261678837",1
"2097",191,"Кулан",0,"0","0","0",0
"2098",191,"Лось",69,"4,248495242","0,418181818","0,290374882",1
"2099",191,"Сайгак",0,"0","0","0",0
"2100",191,"Северный",0,"0","0","0",0
"2101",191,"Тур",0,"0","0","0",0
"2102",192,"Благородный",81,"4,406719247","0,383886256","0,28386618",1
"2103",192,"Большерогий",0,"0","0","0",0
"2104",192,"Зубр",0,"0","0","0",0
"2105",192,"Кабан",50,"3,931825633","0,236966825","0,253275115",1
"2106",192,"Кабарга",0,"0","0","0",0
"2107",192,"Косуля",59,"4,094344562","0,279620853","0,263744043",1
"2108",192,"Кулан",0,"0","0","0",0
"2109",192,"Лось",21,"3,091042453","0,099526066","0,199114662",1
"2110",192,"Сайгак",0,"0","0","0",0
"2111",192,"Северный",0,"0","0","0",0
"2112",192,"Тур",0,"0","0","0",0
"2113",193,"Благородный",19,"2,995732274","0,161016949","0,22921607",1
"2114",193,"Большерогий",0,"0","0","0",0
"2115",193,"Зубр",0,"0","0","0",0
"2116",193,"Кабан",37,"3,63758616","0,313559322","0,278327009",1
"2117",193,"Кабарга",0,"0","0","0",0
"2118",193,"Косуля",51,"3,951243719","0,43220339","0,302326267",1
"2119",193,"Кулан",0,"0","0","0",0
"2120",193,"Лось",11,"2,48490665","0,093220339","0,190130654",1
"2121",193,"Сайгак",0,"0","0","0",0
"2122",193,"Северный",0,"0","0","0",0
"2123",193,"Тур",0,"0","0","0",0
"2124",194,"Благородный",43,"3,784189634","0,307142857","0,326560138",1
"2125",194,"Большерогий",0,"0","0","0",0
"2126",194,"Зубр",0,"0","0","0",0
"2127",194,"Кабан",49,"3,912023005","0,35","0,337591637",1
"2128",194,"Кабарга",0,"0","0","0",0
"2129",194,"Косуля",48,"3,891820298","0,342857143","0,335848225",1
"2130",194,"Кулан",0,"0","0","0",0
"2131",194,"Лось",0,"0","0","0",0
"2132",194,"Сайгак",0,"0","0","0",0
"2133",194,"Северный",0,"0","0","0",0
"2134",194,"Тур",0,"0","0","0",0
"2135",195,"Благородный",73,"4,304065093","0,259786477","0,231989911",1
"2136",195,"Большерогий",0,"0","0","0",0
"2137",195,"Зубр",0,"0","0","0",0
"2138",195,"Кабан",118,"4,779123493","0,419928826","0,257595647",1
"2139",195,"Кабарга",0,"0","0","0",0
"2140",195,"Косуля",23,"3,17805383","0,081850534","0,171297694",1
"2141",195,"Кулан",0,"0","0","0",0
"2142",195,"Лось",59,"4,094344562","0,209964413","0,220685935",1
"2143",195,"Сайгак",0,"0","0","0",0
"2144",195,"Северный",0,"0","0","0",0
"2145",195,"Тур",8,"2,197224577","0,028469751","0,118430814",1
"2146",196,"Благородный",0,"0","0","0",0
"2147",196,"Большерогий",0,"0","0","0",0
"2148",196,"Зубр",0,"0","0","0",0
"2149",196,"Кабан",1,"0,693147181","0,1","0,231378213",1
"2150",196,"Кабарга",0,"0","0","0",0
"2151",196,"Косуля",0,"0","0","0",0
"2152",196,"Кулан",0,"0","0","0",0
"2153",196,"Лось",9,"2,302585093","0,9","0,768621787",1
"2154",196,"Сайгак",0,"0","0","0",0
"2155",196,"Северный",0,"0","0","0",0
"2156",196,"Тур",0,"0","0","0",0
"2157",197,"Благородный",4,"1,609437912","0,571428571","0,537243574",1
"2158",197,"Большерогий",0,"0","0","0",0
"2159",197,"Зубр",0,"0","0","0",0
"2160",197,"Кабан",3,"1,386294361","0,428571429","0,462756426",1
"2161",197,"Кабарга",0,"0","0","0",0
"2162",197,"Косуля",0,"0","0","0",0
"2163",197,"Кулан",0,"0","0","0",0
"2164",197,"Лось",0,"0","0","0",0
"2165",197,"Сайгак",0,"0","0","0",0
"2166",197,"Северный",0,"0","0","0",0
"2167",197,"Тур",0,"0","0","0",0
"2168",198,"Благородный",1,"0,693147181","0,25","0,333333333",1
"2169",198,"Большерогий",0,"0","0","0",0
"2170",198,"Зубр",0,"0","0","0",0
"2171",198,"Кабан",3,"1,386294361","0,75","0,666666667",1
"2172",198,"Кабарга",0,"0","0","0",0
"2173",198,"Косуля",0,"0","0","0",0
"2174",198,"Кулан",0,"0","0","0",0
"2175",198,"Лось",0,"0","0","0",0
"2176",198,"Сайгак",0,"0","0","0",0
"2177",198,"Северный",0,"0","0","0",0
"2178",198,"Тур",0,"0","0","0",0
"2179",199,"Благородный",2,"1,098612289","1","1",1
"2180",199,"Большерогий",0,"0","0","0",0
"2181",199,"Зубр",0,"0","0","0",0
"2182",199,"Кабан",0,"0","0","0",0
"2183",199,"Кабарга",0,"0","0","0",0
"2184",199,"Косуля",0,"0","0","0",0
"2185",199,"Кулан",0,"0","0","0",0
"2186",199,"Лось",0,"0","0","0",0
"2187",199,"Сайгак",0,"0","0","0",0
"2188",199,"Северный",0,"0","0","0",0
"2189",199,"Тур",0,"0","0","0",0
"2190",200,"Благородный",38,"3,663561646","0,584615385","0,368559964",1
"2191",200,"Большерогий",0,"0","0","0",0
"2192",200,"Зубр",0,"0","0","0",0
"2193",200,"Кабан",3,"1,386294361","0,046153846","0,139463355",1
"2194",200,"Кабарга",0,"0","0","0",0
"2195",200,"Косуля",18,"2,944438979","0,276923077","0,296215112",1
"2196",200,"Кулан",0,"0","0","0",0
"2197",200,"Лось",6,"1,945910149","0,092307692","0,195761569",1
"2198",200,"Сайгак",0,"0","0","0",0
"2199",200,"Северный",0,"0","0","0",0
"2200",200,"Тур",0,"0","0","0",0
"2201",201,"Благородный",0,"0","0","0",0
"2202",201,"Большерогий",0,"0","0","0",0
"2203",201,"Зубр",0,"0","0","0",0
"2204",201,"Кабан",0,"0","0","0",0
"2205",201,"Кабарга",0,"0","0","0",0
"2206",201,"Косуля",2,"1,098612289","1","1",1
"2207",201,"Кулан",0,"0","0","0",0
"2208",201,"Лось",0,"0","0","0",0
"2209",201,"Сайгак",0,"0","0","0",0
"2210",201,"Северный",0,"0","0","0",0
"2211",201,"Тур",0,"0","0","0",0
"2212",202,"Благородный",8,"2,197224577","1","1",1
"2213",202,"Большерогий",0,"0","0","0",0
"2214",202,"Зубр",0,"0","0","0",0
"2215",202,"Кабан",0,"0","0","0",0
"2216",202,"Кабарга",0,"0","0","0",0
"2217",202,"Косуля",0,"0","0","0",0
"2218",202,"Кулан",0,"0","0","0",0
"2219",202,"Лось",0,"0","0","0",0
"2220",202,"Сайгак",0,"0","0","0",0
"2221",202,"Северный",0,"0","0","0",0
"2222",202,"Тур",0,"0","0","0",0
"2223",203,"Благородный",9,"2,302585093","1","1",1
"2224",203,"Большерогий",0,"0","0","0",0
"2225",203,"Зубр",0,"0","0","0",0
"2226",203,"Кабан",0,"0","0","0",0
"2227",203,"Кабарга",0,"0","0","0",0
"2228",203,"Косуля",0,"0","0","0",0
"2229",203,"Кулан",0,"0","0","0",0
"2230",203,"Лось",0,"0","0","0",0
"2231",203,"Сайгак",0,"0","0","0",0
"2232",203,"Северный",0,"0","0","0",0
"2233",203,"Тур",0,"0","0","0",0
"2234",204,"Благородный",0,"0","0","0",0
"2235",204,"Большерогий",0,"0","0","0",0
"2236",204,"Зубр",0,"0","0","0",0
"2237",204,"Кабан",1,"0,693147181","0,076923077","0,151861153",1
"2238",204,"Кабарга",0,"0","0","0",0
"2239",204,"Косуля",7,"2,079441542","0,538461538","0,45558346",1
"2240",204,"Кулан",0,"0","0","0",0
"2241",204,"Лось",5,"1,791759469","0,384615385","0,392555387",1
"2242",204,"Сайгак",0,"0","0","0",0
"2243",204,"Северный",0,"0","0","0",0
"2244",204,"Тур",0,"0","0","0",0
"2245",205,"Благородный",0,"0","0","0",0
"2246",205,"Большерогий",0,"0","0","0",0
"2247",205,"Зубр",0,"0","0","0",0
"2248",205,"Кабан",0,"0","0","0",0
"2249",205,"Кабарга",0,"0","0","0",0
"2250",205,"Косуля",1,"0,693147181","1","1",1
"2251",205,"Кулан",0,"0","0","0",0
"2252",205,"Лось",0,"0","0","0",0
"2253",205,"Сайгак",0,"0","0","0",0
"2254",205,"Северный",0,"0","0","0",0
"2255",205,"Тур",0,"0","0","0",0
"2256",206,"Благородный",0,"0","0","0",0
"2257",206,"Большерогий",0,"0","0","0",0
"2258",206,"Зубр",0,"0","0","0",0
"2259",206,"Кабан",0,"0","0","0",0
"2260",206,"Кабарга",0,"0","0","0",0
"2261",206,"Косуля",0,"0","0","0",0
"2262",206,"Кулан",0,"0","0","0",0
"2263",206,"Лось",1,"0,693147181","1","1",1
"2264",206,"Сайгак",0,"0","0","0",0
"2265",206,"Северный",0,"0","0","0",0
"2266",206,"Тур",0,"0","0","0",0
"2267",207,"Благородный",3,"1,386294361","0,333333333","0,358104464",1
"2268",207,"Большерогий",0,"0","0","0",0
"2269",207,"Зубр",0,"0","0","0",0
"2270",207,"Кабан",1,"0,693147181","0,111111111","0,179052232",1
"2271",207,"Кабарга",0,"0","0","0",0
"2272",207,"Косуля",5,"1,791759469","0,555555556","0,462843305",1
"2273",207,"Кулан",0,"0","0","0",0
"2274",207,"Лось",0,"0","0","0",0
"2275",207,"Сайгак",0,"0","0","0",0
"2276",207,"Северный",0,"0","0","0",0
"2277",207,"Тур",0,"0","0","0",0
"2278",208,"Благородный",2,"1,098612289","0,333333333","0,333333333",1
"2279",208,"Большерогий",0,"0","0","0",0
"2280",208,"Зубр",0,"0","0","0",0
"2281",208,"Кабан",2,"1,098612289","0,333333333","0,333333333",1
"2282",208,"Кабарга",0,"0","0","0",0
"2283",208,"Косуля",2,"1,098612289","0,333333333","0,333333333",1
"2284",208,"Кулан",0,"0","0","0",0
"2285",208,"Лось",0,"0","0","0",0
"2286",208,"Сайгак",0,"0","0","0",0
"2287",208,"Северный",0,"0","0","0",0
"2288",208,"Тур",0,"0","0","0",0
"2289",209,"Благородный",1,"0,693147181","0,5","0,5",1
"2290",209,"Большерогий",0,"0","0","0",0
"2291",209,"Зубр",0,"0","0","0",0
"2292",209,"Кабан",0,"0","0","0",0
"2293",209,"Кабарга",0,"0","0","0",0
"2294",209,"Косуля",0,"0","0","0",0
"2295",209,"Кулан",0,"0","0","0",0
"2296",209,"Лось",1,"0,693147181","0,5","0,5",1
"2297",209,"Сайгак",0,"0","0","0",0
"2298",209,"Северный",0,"0","0","0",0
"2299",209,"Тур",0,"0","0","0",0
"2300",210,"Благородный",0,"0","0","0",0
"2301",210,"Большерогий",0,"0","0","0",0
"2302",210,"Зубр",0,"0","0","0",0
"2303",210,"Кабан",74,"4,317488114","0,606557377","0,525925924",1
"2304",210,"Кабарга",0,"0","0","0",0
"2305",210,"Косуля",48,"3,891820298","0,393442623","0,474074076",1
"2306",210,"Кулан",0,"0","0","0",0
"2307",210,"Лось",0,"0","0","0",0
"2308",210,"Сайгак",0,"0","0","0",0
"2309",210,"Северный",0,"0","0","0",0
"2310",210,"Тур",0,"0","0","0",0
"2311",211,"Благородный",247,"5,513428746","0,501014199","0,233061259",1
"2312",211,"Большерогий",0,"0","0","0",0
"2313",211,"Зубр",3,"1,386294361","0,006085193","0,058600832",1
"2314",211,"Кабан",26,"3,295836866","0,052738337","0,139320181",1
"2315",211,"Кабарга",0,"0","0","0",0
"2316",211,"Косуля",19,"2,995732274","0,038539554","0,12663429",1
"2317",211,"Кулан",5,"1,791759469","0,010141988","0,075740476",1
"2318",211,"Лось",157,"5,062595033","0,318458418","0,214003813",1
"2319",211,"Сайгак",0,"0","0","0",0
"2320",211,"Северный",0,"0","0","0",0
"2321",211,"Тур",36,"3,610917913","0,073022312","0,15263915",1
"2322",212,"Благородный",2,"1,098612289","0,181818182","0,204382398",1
"2323",212,"Большерогий",0,"0","0","0",0
