"taxa" "day" "hour" "count"
"964" "aca" 17 4 0
"965" "aca" 17 4 0
"966" "aca" 17 4 2
"967" "aca" 17 4 0
"968" "aca" 17 4 0
"969" "aca" 17 4 0
"970" "aca" 17 4 0
"971" "aca" 17 4 1
"972" "aca" 17 4 1
"973" "aca" 17 4 0
"974" "aca" 17 4 0
"975" "aca" 17 4 0
"976" "dipt" 17 4 0
"977" "dipt" 17 4 0
"978" "dipt" 17 4 0
"979" "dipt" 17 4 0
"980" "dipt" 17 4 1
"981" "dipt" 17 4 0
"982" "dipt" 17 4 0
"983" "dipt" 17 4 0
"984" "dipt" 17 4 0
"985" "dipt" 17 4 0
"986" "dipt" 17 4 0
"987" "dipt" 17 4 0
"988" "dipt" 17 4 0
"989" "spiders" 17 8 0
"990" "spiders" 17 8 0
"991" "spiders" 17 8 0
"992" "spiders" 17 8 0
"993" "spiders" 17 8 0
"994" "spiders" 17 8 0
"995" "spiders" 17 8 0
"996" "spiders" 17 8 0
"997" "spiders" 17 8 0
"998" "spiders" 17 8 0
"999" "spiders" 17 8 0
"1000" "spiders" 17 8 0
"1001" "spiders" 17 8 0
"1002" "coll" 17 8 8
"1003" "coll" 17 8 5
"1004" "coll" 17 8 36
"1005" "coll" 17 8 12
"1006" "coll" 17 8 9
"1007" "coll" 17 8 6
"1008" "coll" 17 8 12
"1009" "coll" 17 8 8
"1010" "coll" 17 8 13
"1011" "coll" 17 8 17
"1012" "coll" 17 8 9
"1013" "coll" 17 8 19
"1014" "coll" 17 8 10
"1015" "aca" 17 8 1
"1016" "aca" 17 8 0
"1017" "aca" 17 8 0
"1018" "aca" 17 8 0
"1019" "aca" 17 8 0
"1020" "aca" 17 8 0
"1021" "aca" 17 8 0
"1022" "aca" 17 8 0
"1023" "aca" 17 8 0
"1024" "aca" 17 8 0
"1025" "aca" 17 8 0
"1026" "aca" 17 8 0
"1027" "aca" 17 8 0
"1028" "dipt" 17 8 0
"1029" "dipt" 17 8 0
"1030" "dipt" 17 8 0
"1031" "dipt" 17 8 0
"1032" "dipt" 17 8 0
"1033" "dipt" 17 8 0
"1034" "dipt" 17 8 0
"1035" "dipt" 17 8 0
"1036" "dipt" 17 8 0
"1037" "dipt" 17 8 0
"1038" "dipt" 17 8 0
"1039" "dipt" 17 8 0
"1040" "dipt" 17 8 0
"1041" "spiders" 17 12 2
"1042" "spiders" 17 12 2
"1043" "spiders" 17 12 0
"1044" "spiders" 17 12 0
"1045" "spiders" 17 12 0
"1046" "spiders" 17 12 1
"1047" "spiders" 17 12 0
"1048" "spiders" 17 12 2
"1049" "spiders" 17 12 1
"1050" "spiders" 17 12 0
"1051" "spiders" 17 12 1
"1052" "spiders" 17 12 0
"1053" "spiders" 17 12 0
"1054" "coll" 17 12 71
"1055" "coll" 17 12 77
"1056" "coll" 17 12 107
"1057" "coll" 17 12 78
"1058" "coll" 17 12 19
"1059" "coll" 17 12 24
"1060" "coll" 17 12 70
"1061" "coll" 17 12 81
"1062" "coll" 17 12 102
"1063" "coll" 17 12 127
"1064" "coll" 17 12 88
"1065" "coll" 17 12 120
"1066" "coll" 17 12 172
"1067" "aca" 17 12 0
"1068" "aca" 17 12 2
"1069" "aca" 17 12 0
"1070" "aca" 17 12 0
"1071" "aca" 17 12 0
"1072" "aca" 17 12 0
"1073" "aca" 17 12 2
"1074" "aca" 17 12 1
"1075" "aca" 17 12 2
"1076" "aca" 17 12 0
"1077" "aca" 17 12 2
"1078" "aca" 17 12 0
"1079" "aca" 17 12 1
"1080" "dipt" 17 12 1
"1081" "dipt" 17 12 0
"1082" "dipt" 17 12 0
"1083" "dipt" 17 12 0
"1084" "dipt" 17 12 0
"1085" "dipt" 17 12 0
"1086" "dipt" 17 12 0
"1087" "dipt" 17 12 0
"1088" "dipt" 17 12 0
"1089" "dipt" 17 12 0
"1090" "dipt" 17 12 0
"1091" "dipt" 17 12 0
"1092" "dipt" 17 12 0
"1093" "spiders" 17 16 1
"1094" "spiders" 17 16 2
"1095" "spiders" 17 16 0
"1096" "spiders" 17 16 0
"1097" "spiders" 17 16 0
"1098" "spiders" 17 16 1
"1099" "spiders" 17 16 0
"1100" "spiders" 17 16 0
"1101" "spiders" 17 16 4
"1102" "spiders" 17 16 1
"1103" "spiders" 17 16 0
"1104" "spiders" 17 16 0
"1105" "spiders" 17 16 1
"1106" "coll" 17 16 38
"1107" "coll" 17 16 30
"1108" "coll" 17 16 41
"1109" "coll" 17 16 40
"1110" "coll" 17 16 13
"1111" "coll" 17 16 12
"1112" "coll" 17 16 29
"1113" "coll" 17 16 22
"1114" "coll" 17 16 26
"1115" "coll" 17 16 27
"1116" "coll" 17 16 38
"1117" "coll" 17 16 58
"1118" "coll" 17 16 61
"1119" "aca" 17 16 3
"1120" "aca" 17 16 3
"1121" "aca" 17 16 0
"1122" "aca" 17 16 2
"1123" "aca" 17 16 0
"1124" "aca" 17 16 1
"1125" "aca" 17 16 0
"1126" "aca" 17 16 0
"1127" "aca" 17 16 0
"1128" "aca" 17 16 3
"1129" "aca" 17 16 0
"1130" "aca" 17 16 2
"1131" "aca" 17 16 0
"1132" "dipt" 17 16 0
"1133" "dipt" 17 16 0
"1134" "dipt" 17 16 0
"1135" "dipt" 17 16 0
"1136" "dipt" 17 16 3
"1137" "dipt" 17 16 1
"1138" "dipt" 17 16 1
"1139" "dipt" 17 16 0
"1140" "dipt" 17 16 2
"1141" "dipt" 17 16 0
"1142" "dipt" 17 16 0
"1143" "dipt" 17 16 0
"1144" "dipt" 17 16 1
"1145" "spiders" 17 20 0
"1146" "spiders" 17 20 0
"1147" "spiders" 17 20 1
"1148" "spiders" 17 20 1
"1149" "spiders" 17 20 0
"1150" "spiders" 17 20 0
"1151" "spiders" 17 20 1
"1152" "spiders" 17 20 1
"1153" "spiders" 17 20 0
"1154" "spiders" 17 20 1
"1155" "spiders" 17 20 1
"1156" "spiders" 17 20 0
"1157" "spiders" 17 20 1
"1158" "coll" 17 20 16
"1159" "coll" 17 20 11
"1160" "coll" 17 20 12
"1161" "coll" 17 20 15
"1162" "coll" 17 20 2
"1163" "coll" 17 20 4
"1164" "coll" 17 20 14
"1165" "coll" 17 20 10
"1166" "coll" 17 20 7
"1167" "coll" 17 20 6
"1168" "coll" 17 20 12
"1169" "coll" 17 20 26
"1170" "coll" 17 20 21
"1171" "aca" 17 20 0
"1172" "aca" 17 20 0
"1173" "aca" 17 20 3
"1174" "aca" 17 20 2
"1175" "aca" 17 20 2
"1176" "aca" 17 20 0
"1177" "aca" 17 20 0
"1178" "aca" 17 20 1
"1179" "aca" 17 20 0
"1180" "aca" 17 20 6
"1181" "aca" 17 20 0
"1182" "aca" 17 20 0
"1183" "aca" 17 20 0
"1184" "dipt" 17 20 0
"1185" "dipt" 17 20 1
"1186" "dipt" 17 20 0
"1187" "dipt" 17 20 0
"1188" "dipt" 17 20 1
"1189" "dipt" 17 20 0
"1190" "dipt" 17 20 1
"1191" "dipt" 17 20 0
"1192" "dipt" 17 20 0
"1193" "dipt" 17 20 2
"1194" "dipt" 17 20 0
"1195" "dipt" 17 20 1
"1196" "dipt" 17 20 0
"1197" "spiders" 17 24 1
"1198" "spiders" 17 24 0
"1199" "spiders" 17 24 0
"1200" "spiders" 17 24 0
"1201" "spiders" 17 24 1
"1202" "spiders" 17 24 0
"1203" "spiders" 17 24 0
"1204" "spiders" 17 24 1
"1205" "spiders" 17 24 0
"1206" "spiders" 17 24 1
"1207" "spiders" 17 24 0
"1208" "spiders" 17 24 0
"1209" "spiders" 17 24 0
"1210" "coll" 17 24 3
"1211" "coll" 17 24 3
"1212" "coll" 17 24 9
"1213" "coll" 17 24 3
"1214" "coll" 17 24 4
"1215" "coll" 17 24 2
"1216" "coll" 17 24 1
"1217" "coll" 17 24 2
"1218" "coll" 17 24 5
"1219" "coll" 17 24 1
"1220" "coll" 17 24 5
"1221" "coll" 17 24 8
"1222" "coll" 17 24 2
"1223" "aca" 17 24 2
"1224" "aca" 17 24 0
"1225" "aca" 17 24 1
"1226" "aca" 17 24 4
"1227" "aca" 17 24 1
"1228" "aca" 17 24 1
"1229" "aca" 17 24 0
"1230" "aca" 17 24 2
"1231" "aca" 17 24 1
"1232" "aca" 17 24 1
"1233" "aca" 17 24 1
"1234" "aca" 17 24 0
"1235" "aca" 17 24 1
"1236" "dipt" 17 24 0
"1237" "dipt" 17 24 0
"1238" "dipt" 17 24 0
"1239" "dipt" 17 24 0
"1240" "dipt" 17 24 0
"1241" "dipt" 17 24 0
"1242" "dipt" 17 24 0
"1243" "dipt" 17 24 0
"1244" "dipt" 17 24 1
"1245" "dipt" 17 24 0
"1246" "dipt" 17 24 0
"1247" "dipt" 17 24 0
"1248" "dipt" 17 24 0
